direccion_completa,Gasolina 95,Gasolina 98,Diésel,Diésel premium,rotulo,horario,ultimo_dato
"Avenida Islas Baleares, S/N, 09006 Burgos (Burgos)",1.989,,1.999,2.065,FUNDACION AIDA CEPSA,L-D: 24H,2022-07-19 09:03:00
"Avenida Italia-Salinas  En  Alhama De Murci, 1, 30840 Alhama De Murcia (Murcia)",,,1.913,,ALAZAN FRESH LINE S.L.,L-D: 24H,2022-07-19 21:20:00
"Avenida Italia, 32, 21003 Huelva (Huelva)",1.964,2.104,1.969,2.059,GALP,L-D: 06:00-22:00,2022-07-20 02:13:00
"Avenida Italia, 58, 12540 Villarreal/Vila-Real (Castellón / Castelló)",1.879,,1.859,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Italia, 63, 12540 Villarreal/Vila-Real (Castellón / Castelló)",1.944,,1.979,2.045,CEPSA,L-D: 06:00-22:00,2022-07-18 21:59:00
"Avenida Iv Centenario, 42, 45800 Quintanar De La Orden (Toledo)",1.938,,1.928,,PETROCOES,L-D: 24H,2022-07-19 11:06:00
"Avenida Jacinto Benavente, 163, 29014 Málaga (Málaga)",1.999,2.129,1.999,2.069,REPSOL,L: 06:00-23:59; M-D: 06:00-00:00,2022-07-20 00:00:00
"Avenida Jaen, 67, 23650 Torredonjimeno (Jaén)",1.999,,1.959,,MAXOIL,L-D: 24H,2022-07-18 09:46:00
"Avenida Jaime I,, 12600 La Vall D'uixó (Castellón / Castelló)",1.999,2.141,1.959,2.049,BP EL PONT,L-D: 06:00-23:00,2022-07-19 09:28:00
"Avenida Jaime I, 1, 08226 Terrassa (Barcelona)",1.959,,1.889,,PETRO VALLES,L-D: 24H,2022-07-19 21:32:00
"Avenida Jaime I, 143, 07300 Inca (Balears (Illes))",2.039,2.189,2.069,2.159,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Jaime I, 23, 03502 Benidorm (Alicante)",2.029,2.171,1.969,2.059,BP LA ISLETA,L-D: 24H,2022-07-20 00:00:00
"Avenida Jaime I, 24, 25230 Mollerussa (Lleida)",1.995,2.105,1.949,2.039,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Jarama (Del), 17, 28820 Coslada (Madrid)",1.909,,1.899,,BALLENOIL,L-D: 24H,2022-07-19 13:55:00
"Avenida Jaume Roig, 8, 46520 Sagunto/Sagunt (Valencia / València)",1.945,,1.875,,BENZINA CARBURANTES,L-D: 24H,2022-07-19 18:30:00
"Avenida Jerez De La Frontera, 2, 03170 Rojales (Alicante)",1.989,,1.899,1.919,BALLENOIL,L-D: 24H,2022-07-19 11:00:00
"Avenida Jerez, 23, 41014 Sevilla (Sevilla)",1.899,,1.889,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Jerez, 43, 41014 Sevilla (Sevilla)",1.899,,1.879,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Jeronimos  En  Guadalupe, 160, 30107 Murcia (Murcia)",1.959,,1.949,1.999,REPSOL,L-D: 07:00-22:00,2022-07-20 00:00:00
"Avenida Jesus Garcia Naveira, 50/62, 15300 Betanzos (Coruña (A))",1.969,2.199,1.899,1.929,VALCARCE,L-D: 07:00-23:00,2022-07-18 22:22:00
"Avenida Jesus Navarro Jover, 13, 03660 Novelda (Alicante)",1.939,,1.909,,QFS,L-D: 24H,2022-07-18 10:59:00
"Avenida Jijona, 88, 03012 Alicante/Alacant (Alicante)",1.979,2.119,1.969,2.059,REPSOL,L-S: 06:30-22:30; D: 07:00-22:30,2022-07-20 00:00:00
"Avenida Joan Carles I Esq C/ Argila, 0, 08850 Gavà (Barcelona)",2.029,2.171,1.999,2.089,BP LA BOBILA,L-D: 24H,2022-07-19 21:00:00
"Avenida Joan Carles I Rei, 2, 03780 Pego (Alicante)",1.908,,1.908,,LOW COST 24H,L-D: 24H,2022-07-18 08:57:00
"Avenida Joan Carles, 44, 17486 Castelló D'empúries (Girona)",1.919,1.999,1.899,1.929,AVANZA OIL,L-D: 24H,2022-07-18 09:38:00
"Avenida Joan Miro, 22, 07014 Palma (Balears (Illes))",2.024,,2.019,2.099,CEPSA,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Joan Miro, 238, 07015 Palma (Balears (Illes))",2.049,2.199,2.029,2.119,BP,L-D: 24H,2022-07-19 06:00:00
"Avenida Joan Miro, S/N, 07015 Palma (Balears (Illes))",2.049,2.199,2.029,2.119,BP,L-S: 06:00-22:00,2022-07-19 06:00:00
"Avenida Joaquin Costa, S/N, 23790 Porcuna (Jaén)",1.969,,1.999,2.049,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Jose Anselmo Clave, S/N, 07703 Maó-Mahón (Balears (Illes))",2.095,,2.089,,CEPSA,L-D: 24H,2022-07-18 09:30:00
"Avenida Jose Barrionuevo Peña, S/N, 04760 Berja (Almería)",1.959,2.069,1.949,1.999,REPSOL,L-S: 06:00-21:00; D: 07:00-15:00,2022-07-20 00:00:00
"Avenida Jose Campillo, 2, 06444 Valencia De Las Torres (Badajoz)",2.099,,2.069,2.129,REPSOL,D: 08:00-20:00,2022-07-18 08:15:00
"Avenida Jose Fernandez Ruiz, 60, 41740 Lebrija (Sevilla)",2.049,,1.999,2.069,CEPSA,L-D: 24H,2022-07-18 13:35:00
"Avenida Jose Gallego Montiel, S/N, 23500 Jódar (Jaén)",1.999,,1.979,2.069,BP JODAR,L-D: 06:30-22:30,2022-07-19 00:00:00
"Avenida Jose Leon De Carranza, 16, 11011 Cádiz (Cádiz)",1.959,2.069,1.949,2.009,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Jose Luis Meseguer S/N, 30394 Cartagena (Murcia)",1.999,2.149,1.959,2.049,BP,L-D: 06:30-22:00,2022-07-19 22:45:00
"Avenida Jose Maria Gonzalez Suarez, S/N, 24007 León (León)",1.959,2.089,1.969,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Avenida Jose Maria Peman, S/N, 21300 Calañas (Huelva)",1.999,,1.979,2.045,CEPSA,L-D: 06:00-22:00,2022-07-20 00:30:00
"Avenida Jose Maria Tomassetti, 5, 41710 Lebrija (Sevilla)",1.937,,1.877,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Jose Martin Mendez, S/N, 29680 Estepona (Málaga)",2.019,2.159,1.989,2.069,SHELL,L-D: 06:00-00:00,2022-07-19 15:00:00
"Avenida Jose Ortega Y Gasset, 232, 29006 Málaga (Málaga)",1.989,2.119,1.999,2.049,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Jose Ortega Y Gasset, 277, 29006 Málaga (Málaga)",1.899,,1.889,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Josep Anselm Clave, 106, 08820 El Prat De Llobregat (Barcelona)",2.024,2.166,2.029,2.119,BP EL PRAT,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Josep Giner I Marco De, 2, 46860 Albaida (Valencia / València)",,,,1.943,GASOLBEN,L-D: 24H,2022-07-19 12:47:00
"Avenida Josep Tarradellas,De, 2, 08225 Terrassa (Barcelona)",1.959,,1.939,1.989,ESCLATOIL,L-D: 24H,2022-07-18 12:00:00
"Avenida Juan Carlos 1, 19, 06670 Herrera Del Duque (Badajoz)",2.059,,1.999,,IBERDOEX,L: 07:00-22:00,2022-07-19 11:24:00
"Avenida Juan Carlos I  En  Cartagena, 91, 30310 Cartagena (Murcia)",2.028,,1.942,,PENINSULA CARTAGENA,L-D: 24H,2022-07-18 20:30:00
"Avenida Juan Carlos I Rey De España, 3, 28590 Villarejo De Salvanés (Madrid)",1.934,,1.949,,GASOLINERA VILLAREJO DE SALVANÉS,L-D: 07:00-21:00,2022-07-20 02:14:00
"Avenida Juan Carlos I, 1, 13700 Tomelloso (Ciudad Real)",1.939,,1.929,,AVIA,L-D: 24H,2022-07-19 18:00:00
"Avenida Juan Carlos I, 102, 30100 Murcia (Murcia)",1.958,,1.898,1.898,LA HITA-JC1 MURCIA (SERV.ATENDIDO),L-V: 06:00-00:00; S-D: 07:00-00:00,2022-07-18 14:20:00
"Avenida Juan Carlos I, 109, 07408 Alcúdia (Balears (Illes))",2.009,2.169,2.019,2.099,REPSOL,L-S: 08:00-16:00,2022-07-19 22:00:00
"Avenida Juan Carlos I, 12, 13700 Tomelloso (Ciudad Real)",1.849,,1.879,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Juan Carlos I, 12, 29700 Vélez-Málaga (Málaga)",1.999,2.139,1.929,2.009,SHELL,L-D: 06:00-00:00,2022-07-19 15:00:00
"Avenida Juan Carlos I, 139, 29680 Estepona (Málaga)",2.019,2.161,1.989,2.079,BP AVENIDA JUAN CARLOS I,L-D: 24H,2022-07-20 00:00:00
"Avenida Juan Carlos I, 17, 05004 Ávila (Ávila)",1.889,,1.859,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Juan Carlos I, 19, 05004 Ávila (Ávila)",2.059,2.199,2.009,2.069,CEPSA,L-D: 07:00-23:00,2022-07-17 10:39:00
"Avenida Juan Carlos I, 2, 03440 Ibi (Alicante)",1.979,2.089,1.969,2.059,REPSOL,L-S: 06:00-22:00; D: 07:00-15:00,2022-07-20 00:00:00
"Avenida Juan Carlos I, 2, 30310 Cartagena (Murcia)",1.949,2.059,1.939,1.989,REPSOL,L-D: 06:30-22:30,2022-07-20 00:00:00
"Avenida Juan Carlos I, 24, 28400 Collado Villalba (Madrid)",1.879,,1.879,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Juan Carlos I, 3, 28400 Collado Villalba (Madrid)",1.999,2.139,1.979,2.079,BP EI,L-D: 24H,2022-07-18 21:30:00
"Avenida Juan Carlos I, 30, 14520 Fernán-Núñez (Córdoba)",1.849,,1.879,,PLENOIL,L: 24H,2022-07-19 12:00:00
"Avenida Juan Carlos I, 38, 14520 Fernán-Núñez (Córdoba)",,,1.86,,SANTA MARINA,L-D: 05:00-00:00,2022-07-18 10:03:00
"Avenida Juan Carlos I, 4, 05004 Ávila (Ávila)",2.059,,2.009,2.069,CEPSA,L-D: 07:00-23:00,2022-07-17 10:41:00
"Avenida Juan Carlos I, 42, 35019 Las Palmas De Gran Canaria (Palmas (Las))",1.604,1.704,1.569,1.684,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Avenida Juan Carlos I, 44, 28806 Alcalá De Henares (Madrid)",2.019,2.161,2.009,2.099,BP ISIDORO,L-D: 05:30-01:00,2022-07-20 00:00:00
"Avenida Juan Carlos I, 46, 28400 Collado Villalba (Madrid)",1.969,2.099,1.989,2.079,REPSOL,L: 07:00-23:00,2022-07-20 00:00:00
"Avenida Juan Carlos I, 68, 07580 Capdepera (Balears (Illes))",2.008,,2.008,2.098,GALP,L-S: 06:00-22:00; D: 07:00-22:00,2022-07-19 04:00:00
"Avenida Juan Carlos I, 85, 30310 Cartagena (Murcia)",1.999,2.149,1.959,2.049,BP,L-D: 06:30-23:30,2022-07-19 22:45:00
"Avenida Juan Carlos I, 99, 13620 Pedro Muñoz (Ciudad Real)",2.019,,1.979,2.219,"GALP ENERGIA ESPAÑA, S.A.U.",L-D: 06:00-22:00,2022-07-18 09:58:00
"Avenida Juan Carlos I, S/N, 03348 Granja De Rocamora (Alicante)",1.984,,1.964,2.034,GALP,L-D: 24H,2022-07-19 19:33:00
"Avenida Juan Carlos I, S/N, 05004 Ávila (Ávila)",2.059,2.229,1.999,2.059,REPSOL,L: 08:00-00:00,2022-07-18 09:28:00
"Avenida Juan Carlos I, S/N, 07580 Capdepera (Balears (Illes))",2.009,2.139,2.029,2.119,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Juan Carlos I, S/N, 28806 Alcalá De Henares (Madrid)",1.979,2.129,2.009,2.099,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Juan Carlos I, S/N, 29700 Vélez-Málaga (Málaga)",1.939,2.039,1.929,1.989,EROSKI,L-D: 24H,2022-07-19 08:05:00
"Avenida Juan Carlos I, S/N, 30700 Torre-Pacheco (Murcia)",1.959,2.069,1.939,1.989,REPSOL,L-V: 06:30-22:00; S-D: 07:00-16:00,2022-07-19 10:58:00
"Avenida Juan Carlos I, S/N, 35660 Oliva (La) (Palmas (Las))",1.685,1.755,1.619,1.719,E.S. BP CORPAS CORRALEJO,L-D: 24H,2022-07-18 11:58:00
"Avenida Juan Carlos Rodriguez Ibarra, 15, 10170 Montánchez (Cáceres)",1.929,,1.959,2.009,PETRONOR,L-S: 08:00-14:00 y 15:30-20:00,2022-07-20 00:00:00
"Avenida Juan De Bethencourt, 24, 35600 Puerto Del Rosario (Palmas (Las))",1.619,1.769,1.569,,CEPSA PUERTO ROSARIO,L-S: 07:00-23:00; D: 07:00-15:00,2022-07-18 11:00:00
"Avenida Juan Diego, 68, 41930 Bormujos (Sevilla)",1.929,,1.899,,"AGLA, ES AGROENERGETICA LG",L-D: 24H,2022-07-18 09:49:00
"Avenida Juan Pablo Ii 72,, 10195 Cáceres (Cáceres)",1.959,2.091,1.979,2.059,CEPSA,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Juan Pablo Ii, 23, 31006 Pamplona/Iruña (Navarra)",1.969,2.099,1.889,1.949,ARALAR,L: 06:30-22:30; M-D: 06:30-14:29 y 14:30-22:30,2022-07-19 10:49:00
"Avenida Juan Pablo Ii, 6, 41110 Bollullos De La Mitación (Sevilla)",1.959,,1.919,,ESC,L-D: 24H,2022-07-18 12:16:00
"Avenida Juan Peña El Lebrijano, 60, 41710 Lebrija (Sevilla)",2.007,,1.877,,VIVA LEBRIJA,L-D: 24H,2022-07-19 20:31:00
"Avenida Juan Pujante Hernández, S/N, 30130 Beniel (Murcia)",2.019,2.209,1.989,2.059,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Juan Sebastian Elcano, 2, 29017 Málaga (Málaga)",1.999,,1.979,2.079,REPSOL,L-D: 24H,2022-07-19 12:00:00
"Avenida Juan Xxiii, 64, 46025 València (Valencia / València)",2.009,2.119,1.979,2.049,REPSOL,L-V: 06:30-22:00; S: 07:00-22:00; D: 09:00-21:00,2022-07-20 00:00:00
"Avenida Juan Xxiii, 68, 35004 Las Palmas De Gran Canaria (Palmas (Las))",1.669,1.769,1.629,1.729,DISA JUAN XXIII,L-D: 06:00-22:00,2022-07-18 09:35:00
"Avenida Julian Besteiro, 41, 11690 Olvera (Cádiz)",1.989,2.149,1.989,1.999,REPSOL,L-D: 09:00-19:00,2022-07-19 00:00:00
"Avenida Kansas City, S/N, 41007 Sevilla (Sevilla)",2.039,,1.979,2.069,BP OIL,L-D: 07:00-23:00,2022-07-18 13:39:00
"Avenida Karat, 58, 29750 Algarrobo (Málaga)",2.039,,1.999,2.089,CEPSA,L-D: 07:00-23:00,2022-07-18 11:02:00
"Avenida L'amet, 32, 46460 Silla (Valencia / València)",1.949,,1.899,,GLOBAL TANK SILLA,L-D: 24H,2022-07-18 09:36:00
"Avenida La Cantueña, 8, 28947 Fuenlabrada (Madrid)",,,,,NATURGY ES FUENLABRADA,L-D: 24H,2022-07-19 00:00:00
"Avenida La Coruña, 310, 27003 Lugo (Lugo)",1.989,2.099,2.009,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Avenida La Estrella, 43, 30700 Torre-Pacheco (Murcia)",1.979,,1.939,,ATRANSCAR CTM,L: 24H,2022-07-18 07:09:00
"Avenida La Ferreria, S/N, 08110 Montcada I Reixac (Barcelona)",1.949,,1.899,,GM OIL,L-D: 24H,2022-07-18 10:17:00
"Avenida La Fuente,, S/N, 44566 Aguaviva (Teruel)",1.999,,1.989,2.089,E.S. AGUAVIVA,L-V: 07:00-21:00,2022-07-19 21:34:00
"Avenida La Gaviota, 1, 38680 Guía De Isora (Santa Cruz De Tenerife)",1.634,1.749,1.604,1.724,CEPSA,L-D: 06:00-22:00,2022-07-19 12:07:00
"Avenida La Ilustracion, 1, 50012 Zaragoza (Zaragoza)",1.979,2.099,1.969,2.059,REPSOL,L-D: 06:30-22:30,2022-07-20 00:00:00
"Avenida La Industria, S/N, 28970 Humanes De Madrid (Madrid)",2.009,,2.029,2.079,REPSOL HUMANES,L-V: 07:00-20:00; S-D: 09:00-14:00,2022-07-19 13:41:00
"Avenida La Jarea, 66, 50630 Alagón (Zaragoza)",1.899,,1.859,,OCHOA LORES (LA JAREA),L-D: 24H,2022-07-19 00:01:00
"Avenida La Laguna, 0, 21510 San Bartolomé De La Torre (Huelva)",,,1.849,,"FRESAFLOR, S.C.A.",L-D: 24H,2022-07-18 09:33:00
"Avenida La Paz S/N, S/N, 22550 Tamarite De Litera (Huesca)",1.945,,1.935,,COMBUSTIBLES LA LITERA,L-D: 24H,2022-07-19 12:47:00
"Avenida La Plana, 12, 12594 Oropesa Del Mar/Orpesa (Castellón / Castelló)",1.984,,1.924,,VCC OROPESA,L-D: 08:00-10:00,2022-07-18 20:38:00
"Avenida La Provincia, N, 03440 Ibi (Alicante)",1.999,2.1,1.959,,E.S. CAÑIZARES,L-D: 06:00-22:00,2022-07-18 14:00:00
"Avenida La Redonda S/N, S/N, 04712 El Ejido (Almería)",1.919,,1.899,2.059,E.S.BALERMAMAR SL,L: 06:00-22:00,2022-07-18 15:01:00
"Avenida La Rioja, 4, 26200 Haro (Rioja (La))",2.099,,1.999,,PETRONOR,L-V: 07:00-21:00; S: 09:00-14:00,2022-07-18 19:24:00
"Avenida Lairaga, 36, 35414 Arucas (Palmas (Las))",1.659,1.784,1.629,1.739,DISA BAÑADEROS,L-D: 06:00-22:00,2022-07-18 09:35:00
"Avenida Las Alpujarras, S/N, 18012 Granada (Granada)",1.969,2.119,1.959,2.049,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Las Americas, S/N, 29130 Alhaurín De La Torre (Málaga)",2.019,2.089,1.969,1.999,LAS AMÉRICAS,L-D: 24H,2022-07-19 15:16:00
"Avenida Las Americas, Sn, 49600 Benavente (Zamora)",2.069,,1.989,,VALCARCE,L-D: 24H,2022-07-20 00:00:00
"Avenida Las Marinas, 290, 03720 Benissa (Alicante)",2.069,2.211,2.029,2.119,BP CALA FUSTERA,L-D: 07:00-23:00,2022-07-20 07:00:00
"Avenida Las Matas, 12, 43880 El Vendrell (Tarragona)",2.019,2.169,1.989,2.039,PETROCAT,L-D: 05:00-23:00,2022-07-20 00:00:00
"Avenida Las Palmeras, 20, 41808 Villanueva Del Ariscal (Sevilla)",1.969,,1.949,1.999,AGLA,L-D: 06:00-22:00,2022-07-18 17:35:00
"Avenida Las Palmeras, S/N, 35509 Teguise (Palmas (Las))",1.639,1.718,1.617,1.719,DISA COSTA TEGUISE,L-D: 06:00-22:00,2022-07-19 16:25:00
"Avenida Las Vegas, 9, 35550 Tinajo (Palmas (Las))",1.629,1.719,1.634,1.734,CEPSA TINAJO,L-V: 06:00-22:30; S: 06:30-23:00; D: 08:00-21:00,2022-07-18 10:40:00
"Avenida Lasalle, 200, 37008 Salamanca (Salamanca)",1.979,2.129,2.009,2.089,REPSOL,L-V: 07:00-21:00; S: 07:00-20:00; D: 08:00-20:00,2022-07-20 00:00:00
"Avenida Legion Española, 2, 04779 Adra (Almería)",1.918,,1.837,,CAMPOADRA,L-D: 24H,2022-07-18 14:17:00
"Avenida Lehendakari Aguirre, 22, 48140 Igorre (Bizkaia)",2.049,,1.999,2.079,AVIA,L-D: 06:00-22:00,2022-07-19 17:29:00
"Avenida Lengua Española, 24, 28911 Leganés (Madrid)",1.999,,2.009,2.109,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Avenida Lengua Española, S/N, 28911 Leganés (Madrid)",1.999,2.131,2.009,2.109,CEPSA,L-D: 24H,2022-07-20 00:00:00
"Avenida Leon 1, 24290 Santa Cristina De Valmadrigal (León)",1.959,2.069,1.969,2.019,PETRONOR,L-V: 07:00-22:00; S-D: 08:00-22:00,2022-07-20 00:00:00
"Avenida Leopoldo Calvo Sotelo-Bustelo, 17, 28224 Pozuelo De Alarcón (Madrid)",2.069,2.179,2.029,2.089,BP,L: 06:00-00:00,2022-07-19 00:01:00
"Avenida Letxumborro, 81, 20305 Irun (Gipuzkoa)",1.979,,1.989,2.059,GALP,L-D: 24H,2022-07-19 19:32:00
"Avenida Levante (De), 42, 30520 Jumilla (Murcia)",2.039,,1.989,,ESTACION DE SERVICIO LEVANTE,L-D: 24H,2022-07-18 11:44:00
"Avenida Levante, 15, 02230 Madrigueras (Albacete)",1.969,2.079,1.969,2.059,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Libertad (De La), 138, 30710 Los Alcázares (Murcia)",2.039,2.209,1.969,2.029,LO SOLA,L-V: 06:00-00:00; S: 06:00-01:30; D: 06:00-00:00,2022-07-18 13:53:00
"Avenida Libertad (De La), 64, 28770 Colmenar Viejo (Madrid)",1.959,2.099,1.919,1.999,SHELL,L-D: 24H,2022-07-19 14:00:00
"Avenida Libertad, 111, 02400 Hellín (Albacete)",1.859,,1.885,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Libertad, 26, 11520 Rota (Cádiz)",1.959,,1.899,,BALLENOIL,L-D: 24H,2022-07-19 11:00:00
"Avenida Libertad, S/N, 11520 Rota (Cádiz)",2.009,2.119,1.979,2.069,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Libertad, S/N, 24400 Ponferrada (León)",1.989,2.139,1.989,2.059,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Avenida Libertad, S/N, 30710 Los Alcázares (Murcia)",1.929,,1.899,,GASEXPRESS,L-D: 24H,2022-07-19 17:28:00
"Avenida Litoral, S,N, 29680 Estepona (Málaga)",2.014,,2.019,2.085,CEPSA,L-D: 07:00-23:00,2022-07-19 10:13:00
"Avenida Lleida, 60, 25137 Corbins (Lleida)",,,,,FRUITERA DE CORBINS,L-S: 09:00-20:00,2022-07-19 10:35:00
"Avenida Llibertat, 12, 46600 Alzira (Valencia / València)",1.948,,1.898,,SUMINISTROS MAZO,L-S: 08:00-20:00; D: 08:00-12:00,2022-07-18 12:20:00
"Avenida Lluis Companys, S/N, 08960 Sant Just Desvern (Barcelona)",1.989,,1.969,,ESCLATOIL,L-D: 24H,2022-07-18 12:00:00
"Avenida Lobete 46, 46, 26004 Logroño (Rioja (La))",2.029,2.179,1.999,2.089,REPSOL,L-D: 07:00-22:45,2022-07-17 08:20:00
"Avenida Lonjas, S/N, 14010 Córdoba (Córdoba)",1.959,,1.879,1.919,ENERPLUS,L-D: 24H,2022-07-19 22:00:00
"Avenida Lope De Vega, S/N, 29010 Málaga (Málaga)",2.009,2.119,1.999,2.049,REPSOL,L-D: 24H,2022-07-20 00:00:00
"Avenida Los Alfares, S/N, 16002 Cuenca (Cuenca)",1.949,2.069,1.989,2.059,GALP,L-D: 06:00-22:00,2022-07-20 02:14:00
"Avenida Los Almendros, 42, 35217 Valsequillo De Gran Canaria (Palmas (Las))",1.624,1.754,1.584,1.714,CEPSA LOS ALMENDROS,L-D: 06:00-01:00,2022-07-18 12:10:00
"Avenida Los Deportes, 67, 11330 Jimena De La Frontera (Cádiz)",1.979,,1.909,,JIMENOIL,L-D: 06:00-22:30,2022-07-18 10:25:00
"Avenida Los Majuelos, 26, 38108 San Cristóbal De La Laguna (Santa Cruz De Tenerife)",1.639,1.769,1.619,1.729,DISA LOS MAJUELOS,L-D: 24H,2022-07-19 16:25:00
"Avenida Los Menceyes, 223, 38320 San Cristóbal De La Laguna (Santa Cruz De Tenerife)",1.597,1.644,1.598,,PCAN,L-D: 24H,2022-07-18 06:00:00
"Avenida Los Reyes Catolicos, 30565 Las Torres De Cotillas (Murcia)",1.969,2.079,1.959,2.009,REPSOL,L-D: 24H,2022-07-18 05:30:00
"Avenida Los Rosales, 147, 28021 Madrid (Madrid)",1.979,2.089,2.009,2.059,REPSOL,L-D: 06:00-22:00,2022-07-20 00:00:00
"Avenida Los Rosales, 15, 28000 Madrid (Madrid)",1.919,,1.897,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Lucio Diaz Flores Feo, Mz 27, Finca 11b, S7n, 38639 San Miguel De Abona (Santa Cruz De Tenerife)",1.599,1.699,1.589,1.689,OCÉANO,L-D: 24H,2022-07-18 10:01:00
"Avenida Lugar Cores, 45, 36620 Vilanova De Arousa (Pontevedra)",1.887,,1.857,,PLENOIL,L: 24H,2022-07-19 12:00:00
"Avenida Lugo (De), 99, 27500 Chantada (Lugo)",1.959,2.069,1.969,2.019,REPSOL,L-D: 07:00-23:00,2022-07-20 00:00:00
"Avenida Lugo, 0, 27220 Friol (Lugo)",1.969,2.079,1.969,2.019,REPSOL,L: 07:00-23:00,2022-07-20 00:00:00
"Avenida Lugo, 110, 33400 Avilés (Asturias)",1.989,2.139,1.969,2.059,AVIA,L-D: 06:00-00:00,2022-07-19 16:00:00
"Avenida Lugo, 46, 36004 Pontevedra (Pontevedra)",2.004,2.136,1.999,2.079,CEPSA,L-D: 24H,2022-07-20 06:00:00
"Avenida Lugo, 94,96, 15800 Melide (Coruña (A))",1.969,2.109,1.929,1.989,CEPSA,L: 07:00-23:00,2022-07-20 00:00:00
"Avenida Luis De Camoens, 20, 37007 Salamanca (Salamanca)",1.938,2.098,1.878,1.978,RONDA OESTE,L-D: 07:00-23:00,2022-07-18 10:26:00
"Avenida Luis Mateos  En  Aranda De Duero, 106, 09400 Aranda De Duero (Burgos)",1.929,,1.889,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Luis Mateos, 84, 09400 Aranda De Duero (Burgos)",1.949,,1.939,2.099,CEPSA,L-D: 06:00-22:00,2022-07-19 00:00:00
"Avenida Luis Movilla, 2, 06010 Badajoz (Badajoz)",1.979,2.089,1.999,2.089,REPSOL,L-D: 06:00-23:00,2022-07-20 00:00:00
"Avenida Madrid - Coruña, 394, 24700 Astorga (León)",1.979,,1.939,,PETROAS,L-D: 24H,2022-07-18 10:20:00
"Avenida Madrid (De), 6, 28340 Valdemoro (Madrid)",1.979,,1.939,,GASOLINERA VALDEMORO,L-D: 24H,2022-07-19 19:32:00
"Avenida Madrid (De), 66, 28500 Arganda Del Rey (Madrid)",1.909,,1.889,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Madrid (De), 7, 28340 Valdemoro (Madrid)",2.079,,2.049,,LCH LOW COST,L-D: 24H,2022-07-18 11:42:00
"Avenida Madrid (De), Sn, 28500 Arganda Del Rey (Madrid)",1.909,,1.889,,PETROPRIX,L-D: 24H,2022-07-19 16:05:00
"Avenida Madrid De, 23, 06400 Don Benito (Badajoz)",1.857,,1.797,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
"Avenida Madrid De, 68, 06400 Don Benito (Badajoz)",1.857,,1.797,1.807,BALLENOIL,L: 24H,2022-07-19 11:00:00
"Avenida Madrid, 11, 02640 Almansa (Albacete)",1.954,,1.989,2.069,CEPSA,L-V: 06:00-22:00,2022-07-20 00:00:00
"Avenida Madrid, 137, 36214 Vigo (Pontevedra)",2.009,2.159,1.979,2.049,REPSOL,L-D: 24H,2022-07-20 07:00:00
"Avenida Madrid, 14, 50100 La Almunia De Doña Godina (Zaragoza)",2.033,,1.966,2.029,COSANSE,L-S: 07:00-21:00; D: 08:00-21:00,2022-07-18 17:15:00
"Avenida Madrid, 15, 08227 Terrassa (Barcelona)",1.897,,1.863,,BALLENOIL,L-D: 24H,2022-07-19 16:01:00
"Avenida Madrid, 169, 18151 Ogíjares (Granada)",1.875,,1.835,,ASC CARBURANTES,L-D: 24H,2022-07-19 11:58:00
"Avenida Madrid, 2, 28607 El Álamo (Madrid)",1.899,,1.895,,PLENOIL,L-D: 24H,2022-07-19 12:00:00
